index	lp	original	translation	z_mean
1569	zh-en	咦？一向笑意吟吟风度翩翩的岳父大人肿么突然生气起来了？！	Huh? Why is the always smiling and graceful father-in-law suddenly angry? !	0.664562616
1570	zh-en	又到了一年一度的失眠节了，得调整下，头晕	It's the annual insomnia festival again, I have to adjust, dizziness	0.664562616
1571	zh-en	晚睡强迫症晚期不想睡的时候就天马行空最后还是会想到家里想到那些许久不见的人儿	Late to sleep obsessive-compulsive disorder late, when I don’t want to sleep, I’m just thinking about my family and thinking about those people I haven’t seen for a long time	-0.071919367
1572	zh-en	能让我妈11点多还打个电话过来的事情是有多严重	How serious is it that my mom can get a phone call after 11:00	0.664562616
1573	zh-en	为什么算出来是11瓶，智商情商都低，如何是好？	Why is it calculated to be 11 bottles, and the IQ and EQ are all low, what should I do?	0.664562616
1574	zh-en	哈哈~俺看了30秒~亲们看滴时间是多少咧~？	Haha~ I watched it for 30 seconds~ How long did it take you to watch it~?	0.664562616
1575	zh-en	本来要在十一点睡的我十一点才踏着回寝室的门在陌生的地方待了一整天天黑了以后惶恐不安好多这种莫名奇妙心慌的时候都会想如果你在就好了要死了讲这种话智商捉鸡根本很多地方无法理解也会害怕得闭上耳朵深夜的武汉聒噪闷热又掩藏不了空气里的人们隐约的孤独	I was supposed to go to bed at 11 o'clock. I walked back to the bedroom door at 11 o'clock and stayed in an unfamiliar place all day. After dark, I felt a lot of anxiety I'm going to die if I talk like this, I can't understand it in many places, and I will close my ears in fear. Wuhan is noisy and hot at night and can't hide the vague loneliness of the people in the air.	-0.80840135
1576	zh-en	民营太空探索技术公司SpaceX成为美国火箭发射供应商！康哥真是被科技的进步震惊到了。小伙伴们，你怎么看？	SpaceX, a private space exploration technology company, has become a US rocket launch supplier! Brother Kang was really shocked by the progress of technology. Guys, what do you think?	0.664562616
1577	zh-en	这是谁拼的图？哈哈哈哈，笑屎我了！	Who made this puzzle? Hahahaha, laugh at me!	-0.80840135
1578	zh-en	我下次轮博绝逼用小号，我自己都看不下去了，我马的视频转的美图去哪了	I will definitely use the trumpet account for the next round of blogging. I can't watch it myself anymore. Where is the beautiful picture transferred from my horse's video?	0.369969822
1579	zh-en	儿子看见电视里angelababy的广告，跟我说:妈妈，那是奔跑吧兄弟里的baby！我下巴都惊掉了	When my son saw the advertisement of Angelababy on TV, he said to me: Mom, that is the baby of the brothers who are running! My jaw dropped	-0.80840135
1580	zh-en	什么情况？一条普通的微博，阅读量达到了三万	what's the situation? An ordinary Weibo with 30,000 views	0.664562616
1581	zh-en	这一大早简直！！！！心中一万遍爆粗口	Simply this morning! ! ! ! 10,000 times in my heart	-0.80840135
1582	zh-en	半个月了，再失眠就去吃安眠药了	It's been half a month, and I'm going to take sleeping pills for insomnia.	-0.071919367
1583	zh-en	汗！！我堂堂大中国颜面何存？10月17日上午，中央军委副主席范长龙上将在香山论坛开幕式上表示，即使在涉及领土主权的问题上，我们也决不轻言诉诸武力，力避擦枪走火，始终通过与直接当事方的友好协商解决分歧争端。	sweat! ! How can I save my dignified Chinese face? On the morning of October 17, General Fan Changlong, Vice Chairman of the Central Military Commission, said at the opening ceremony of the Fragrant Mountain Forum that even on issues involving territorial sovereignty, we will never resort to force, try our best to avoid misfires, and always pass and directly The parties concerned resolve disputes through friendly consultation.	-2.281365316
1584	zh-en	许久不见阳光，我都快忘了晴天长什么样子了，虽然雨水滋润万物，但也应当适可而止不是吗？再这么下去都要发霉了	I haven't seen the sun for a long time, and I almost forgot what a sunny day looks like. Although rain nourishes everything, it should be enough, right? If it goes on like this, it will be moldy.	0.664562616
1585	zh-en	头脑子昏昏的，睡觉都做噩梦，被个项目折磨的心力交瘁啊。这个国庆估计要在提心吊胆中渡过了。	My head is dizzy, I have nightmares when I sleep, and I am exhausted by being tortured by a project. This National Day is estimated to be spent in trepidation.	0.664562616
1586	zh-en	今天这一天过的啊，怎么说呢，从上午和老太太谈完话后一直心悸到现在，长这么大能让我这么生气的终于让我碰上了，真是可怜之人必有可恨之处，内心一直有个声音告诉我：亲爱的，你作为女生可千万别骂她……💪💪💪	It's been a day today, how should I put it, I've been palpitating since I finished talking to the old lady in the morning, and now I've finally met someone who has grown up to make me so angry. What a pitiful person, there must be something to hate. , there has always been a voice in my heart telling me: dear, as a girl, don't scold her... 💪💪💪	-0.071919367
1587	zh-en	我家纠给我做的第一个瓶子被我傻逼的弄碎了！心好酸！所谓乐极生悲！好想打死自己！	The first bottle my family made for me was shattered by my fool! So sad! The so-called joy begets sorrow! I want to kill myself!	0.664562616
1588	zh-en	每次有很多话想倾诉的时候，都不知道该找谁、找了别人又怕打扰别人	Every time I have a lot to talk about, I don’t know who to turn to, and I’m afraid of disturbing others when I find someone else	-0.071919367
1589	zh-en	今天亲爱的宝宝来到了我的身边，虽然生的时候很痛很痛，但是看到你那粉嫩粉嫩的小脸蛋，妈妈再怎么痛都是那么的幸福与开心！宝贝，祝愿你快乐健康成长哦，爸爸妈妈爱你！	Today, my dear baby came to my side. Although it was very painful when I was born, but seeing your pink and tender face, no matter how painful my mother is, I am so happy and happy! Baby, I wish you a happy and healthy growth, Mom and Dad love you!	-0.071919367
1590	zh-en	臭小子！手劲儿真大！玩嗨了揪了我那么多头发，本来发量就不多！晚上你喝水吧！	Brat! The hands are so strong! I've had so much fun and I've pulled so much hair, but I didn't have much hair at all! Drink water at night!	-2.281365316
1591	zh-en	妈呀郑州是个什么样的城市！叫个外卖送外卖的竟然是高中同学！！	Oh my god, what kind of city is Zhengzhou! The one who ordered a takeaway to deliver the takeaway turned out to be a high school classmate! !	-0.071919367
1592	zh-en	这都过完双十一几天了，我竟然一个快递都还没收到…虽然我买的不多吧，但是效率能不能别这么慢	It's been a few days since Double Eleven, and I haven't received a single courier... Although I don't buy a lot, can the efficiency not be so slow?	-0.071919367
1593	zh-en	烦烦烦烦烦，有时候真不知道，做这些是为了什么？并不开心啊！	Fanfanfanfan, sometimes I really don't know, what are these for? Not happy!	-0.80840135
1594	zh-en	真想问问自己当初为什么固执选英语你最讨厌阅读你忘了吗简直找死爱你我怕了	I really want to ask myself why I stubbornly chose English in the first place. Do you hate reading the most? Have you forgotten?	-2.281365316
1595	zh-en	突然发现我缺个这个缺个那个我去年是怎么过来的！	Suddenly I found that I was missing this and that, how did I come here last year!	-0.80840135
1596	zh-en	当我抬起头望见那久违了的小雪时，我尘封已久的心再也不能平静，回忆着应该有过的回忆，我努力试着去触碰那片美丽的雪花，然而转逝即化，不等我回过神，已经融化在我的掌心里，而时至今日、只留我独自看雪，殇伴心肠，我想借着这美丽的白色精灵去问候远方的你：现在的你还好吗？	When I looked up and saw the long-lost little snow, my heart that had been dusty for a long time could no longer be calm, recalling the memories that I should have, I tried hard to touch that beautiful snowflake, but it was fleeting. , before I can regain my senses, it has melted in my palm, and to this day, I am only left to watch the snow alone, with my heart, I want to use this beautiful white elf to greet you in the distance: now you Are you ok?	0.517266219
1597	zh-en	有一些爱是伤人的，有一些爱是养人的，区别就在于：你是不是一定要得到他。尤其，当你爱上了不该爱的人，格外要问问自己关于这个命题的答案。不该爱的人，给你的仅仅是爱。应该爱的人，给你的还有整个世界。——苏岑	Some love is hurtful, some love is nourishing, the difference is: do you have to get him? Especially, when you fall in love with someone you shouldn't love, you have to ask yourself the answer to this proposition. People who shouldn't love, give you only love. The person you should love will give you the whole world. - Su Cen	0.664562616
1598	zh-en	每次被伤完自尊后我都装着没事选择沉默不会去争论就算有不愉快在心里安慰安慰自己也就算了毕竟能伤害我得都是亲近的人。但是！有完没完了！说什么之前能不能考虑下别人的感受！恶语相向有意思嘛！把你当人能不能不把自己当狗！	Every time after my self-esteem is hurt, I pretend that I have nothing to do, choose to remain silent and not argue, even if I feel unhappy and comfort myself in my heart, even if I can hurt me, I have to be close people. but! There is no end! Can you think about other people's feelings before you say anything? It's funny to say bad words! Can you treat yourself as a human without treating yourself as a dog!	-1.544883333
1599	zh-en	拿棕色眼线笔化的眉毛被摄影老师嫌弃了	The eyebrows turned into brown eyeliner were disliked by the photography teacher	0.517266219
1600	zh-en	难得晚上吃个饭，看来又要胖回去了	It's rare to have a meal at night, it seems that I'm going to gain weight again	0.664562616
1601	zh-en	连续小雨，没法遛狗。早上小布本该活蹦乱跳去花园里拉和撒的，谁知到楼梯口，扭身往地上一卧，不上了。	Continuous light rain, unable to walk the dog. In the morning, Xiao Bu was supposed to jump up and down in the garden to pull and sprinkle, but when he reached the stairs, he turned to lie down on the ground and couldn't get up.	0.369969822
1602	zh-en	最近微博发得少，就是因为微博不给我升等级了，	Recently, there have been few Weibo posts, because Weibo did not give me an upgrade.	0.369969822
1603	zh-en	我发现平时不怎么联系的，一旦联系你了，都是“我要结婚了”……小小心脏如何受得起啊	"I found that I don't usually contact you very much. Once I contact you, it's always ""I'm getting married""... How can a little heart bear it?"	-0.071919367
1604	zh-en	白天，晚上，不停的会议。。。太消耗脑细胞。。。好久没好好休息过了	Day, night, non-stop meetings. . . Too much consumption of brain cells. . . I haven't had a good rest for a long time	0.664562616
1605	zh-en	在最脆弱的时候就会想，果然一个人靠不住	When I am most vulnerable, I will think, sure enough, a person is unreliable	-0.071919367
1606	zh-en	撕心裂肺的疼痛，谁能帮帮我，谁能理解我，	Heart-piercing pain, who can help me, who can understand me,	0.664562616
1607	zh-en	真的是服了，办点事儿怎么就那么费劲。这就是中国，这就是现实。证件证明还要不要证明我就是我，我是大活人	I'm really convinced, it's so hard to do something. This is China, this is reality. Do I still need to prove that I am me, I am a big living person	-0.80840135
1608	zh-en	最近已经有两次工作日的早上睡过头了，闹钟傲娇得也不响。一觉醒来已经是9点半了，今天早上又是这样，收拾完10点多出门，路上还是堵得厉害。急匆匆才勉强赶上一个10点半的会，真是有点不好意思。	I've overslept on two weekday mornings recently, and my alarm clock doesn't even ring. When I woke up, it was already 9:30, and it was the same this morning. After cleaning up and going out at 10:00, the road was still heavily blocked. I was a little embarrassed to be in such a hurry to barely catch up with a meeting at 10:30.	0.664562616
1609	zh-en	打扫完一遍房间换了被子哈哈mark一下	After cleaning the room, I changed the quilt haha, mark it	0.664562616
1610	zh-en	天呐居然有两个月没跑步，刚跑心率飙到快200还以为表坏了快入冬了，奥森跑步的人少了很多	Oh my god, I haven't run for two months. I just ran with a heart rate of 200. I thought my watch was broken and it was almost winter. There are a lot fewer people running in Orson.	-0.80840135
1611	zh-en	森林被破坏后，一只考拉看着自己光秃秃的家，心情实在太复杂！看着心疼	After the forest was destroyed, a koala looked at his bare home, and his mood was too complicated! looking distressed	0.664562616
1612	zh-en	天猫有你这样的垃圾卖家蒙羞搞不起返现活动就不要搞好评了就一直拖也不返现久叫你等第一次见这样的店铺今天算是真正见识到真宗的不要逼脸我喜欢这个网络名句了！不要脸已经到了一种高深境界	Tmall has junk sellers like you who are embarrassed and can't afford the cashback event, so don't give it a good review. It's been delayed without cashback for a long time. I told you to wait. This is the first time you see such a store. Today is the real experience of Zhenzong. Don't push me. I love this internet quote! Shameless has reached a high level	-0.80840135
1613	zh-en	叹出的每口气，都有它自己的脾气，收不回咽不下的	Every breath you sigh has its own temper, you can't take it back and swallow it	0.664562616
1614	zh-en	快睡着了……这周末又没了，要加班	I'm about to fall asleep... I'm gone again this weekend, I have to work overtime	-0.80840135
1615	zh-en	哈时候才能发工资啊，身上才有20块了啊。	Only when can I get paid, I only have 20 yuan on my body.	0.517266219
1616	zh-en	情商低的学霸真的别让我遇到你第二次	Xueba with low EQ really don't let me meet you a second time	0.664562616
1617	zh-en	最讨厌别人冤枉我了，一两次忍了，可我再也无话可说	I hate when others wronged me the most, I have endured it once or twice, but I have nothing to say anymore	0.664562616
1618	zh-en	又结束了一本好书。看这本书真的需要很强大的心理素质，我不是什么评论员也只是写写看过后的感受。“芬芳的女儿”锡林-戈尔一个经历过无数次死亡依旧坚强面对生活为了家庭不惜一切代价的女强人但她也只是众多不幸的阿富汗妇女中的一个。真希望世界和平没有战争	"Another good book to end. Reading this book really requires a strong psychological quality. I am not a commentator and I am just writing about my feelings after reading it. ""Fragrant Daughter"" Xilin Gore is a strong woman who has survived countless deaths and still faces life at all costs for her family, but she is only one of many unfortunate Afghan women. I really hope world peace without war"	0.664562616
1619	zh-en	帕尔多那时就确立了墨西哥队最好的球员之一的地位，他被招进成年队并不令人感到惊讶。	Pardo established himself as one of Mexico's best players by then, and it's no surprise that he was called up to the senior team.	0.664562616
1620	zh-en	名字就不想提了，然而问题是这两年萦绕在我脑中的，怎么有人取这样的名字	I don't want to mention the name, but the question has been lingering in my mind for the past two years, why did someone choose such a name	0.664562616
1621	zh-en	有屁用的2000通话时间我又不在贵州省	I'm not in Guizhou Province for 2000 calls	-0.80840135
1622	zh-en	又回到最初的忙碌关电脑了安心睡觉去	Back to the original busyness, turn off the computer, go to sleep at ease	0.664562616
1623	zh-en	大人们不要把你们被这个不正常的社会压榨而形成的价值观当成经验之谈传给我们现在是你们的时代由于你们的观念导致了现在的状况以后将是我们的时代不管怎样社会在发展你们的经验不再适用并且我们大多数人并不希望和你们有一样的境遇让我们对未来的世界充满期待而不是害怕恐惧	Adults, please don't pass on the values ​​you have formed by the oppression of this abnormal society to us as experience. Now is your era. Because of your ideas, the current situation will be our era in the future. No matter how society develops yours Experience doesn't apply anymore and most of us don't want to be in the same situation as you make us look forward to the future instead of fear	-0.071919367
1624	zh-en	娃大半夜拉了一包巨无霸翔…居然跟大人一样多…尿布满满的后背身上都是巨臭无比~小的赶紧起床给她洗澡更衣换床单…累死老娘了怪不得小家伙最近不爱吃饭原来肚皮里这么多积食…拉完小家伙又继续睡了…	In the middle of the night, the baby pulled a bag of Big Mac Xiang... There are as many as adults... The back full of diapers is extremely smelly~ The little one quickly got up and gave her a bath, changed clothes and changed the sheets... No wonder the little guy recently I don't like to eat, so there is so much food accumulated in my belly... After pulling the little guy, he went back to sleep...	-1.544883333
1625	zh-en	给宝贝洗澡，我说弯下腰，翘起屁股，洗屁股了！淘说：妈妈，你以后不要这样子说话好不好啊？我大笑，说：为什么？淘说：自己会这么做的嘛！长大了，隐私吗？	Give the baby a bath, I say bend over, tilt your ass, wash your ass! Tao said: Mom, don't you talk like this in the future, okay? I laughed and said: Why? Tao said: I will do it! Growing up, privacy?	0.664562616
1626	zh-en	妹子怎么又瘦了！网友都惊呼“纸片人”！	"How did the girl lose weight again! Netizens exclaimed ""Paper Man""!"	0.664562616
1627	zh-en	我去你妹的，床怎么那么湿啊？！！！辛苦半天躺床上居然这样！！！	I'll go to your sister, why is the bed so wet? ! ! ! It's so hard to lie in bed for a long time! ! !	-2.281365316
1628	zh-en	爱美之心人皆有之，可是美国一位女子花费20万美元将自己整丑，只为模仿15岁时别人为她画的漫画肖像。。。。。。	Everyone has a love for beauty, but a woman in the United States spent $200,000 to make herself ugly just to imitate the cartoon portrait she was drawn when she was 15 years old. . . . . .	0.664562616
1629	zh-en	还派送不成功，所以你给我打电话了吗？电话呢？😡你送不完我可以理解，但是好歹先给我个电话啊，害我白高兴一场，顺丰什么时候也这样了？	The delivery was unsuccessful, so did you call me? What about the phone? 😡I can understand that you can't finish the delivery, but at least give me a call first, it will make me happy for nothing. When did SF Express do this?	0.369969822
1630	zh-en	看看看看看的我受惊吓了[傻眼]	Look, look, I'm frightened [dumbfounded]	0.664562616
1631	zh-en	瘦是王道，瘦是王道，瘦是王道，衣服好看有屁用，看穿的人	Thin is king, thin is king, thin is king, good-looking clothes are useful, see through people	0.222673426
1632	zh-en	要翻遍通讯录半天才能找到名字的人，一上来就炫耀了她的好事，也罢当破财消灾了！我都这么爽快了，承认你幸福就好了，至于还要啰啰嗦嗦，絮絮叨叨，一定要我马上跟上你走向阳光大道嘛！大道太拥挤，我就喜欢走林荫小道怎么了！	It takes a long time to search through the address book to find the name of the person, and she shows off her good deeds as soon as she comes up. I'm so refreshing, it's good to admit that you are happy. As for the rambling and rambling, I must follow you to the Sunshine Avenue immediately! The avenues are too crowded, so I like to walk the tree-lined paths!	-1.544883333
1633	zh-en	从一点到现在这网速也是无话可说	From this point to now, the speed of the Internet is nothing to say	-0.80840135
1634	zh-en	小孩的记忆力真是让我惊讶！给小区小朋友一个橡皮泥小刀，你昨天去他家看到了说妈妈这是我的刀啊我的刀原来在这啊！早上你在床上唱英文字母歌，我就唱了几遍，也没有说教你必须学，你居然唱个78成出来！惊讶	I am amazed at the memory of children! Give the children in the community a plasticine knife. You saw it at his house yesterday and said that Mommy is my knife. My knife is here! You sang the English alphabet song in bed in the morning, I sang it several times, and I didn't tell you that you must learn it. You actually sang it 78%! surprise	0.664562616
1635	zh-en	某人说，几千块的衣服却让你穿出了地摊货的感觉，我是不是该揍他一顿	Someone said that thousands of dollars of clothes make you feel like you are wearing a street stall, should I beat him	-0.80840135
1636	zh-en	修个电脑以为只是系统问题，结果是硬盘坏了，又是一笔大支出！不开森	Repairing a computer thought it was just a system problem, but it turned out that the hard drive was broken, which was another big expense! not open	-0.80840135
1637	zh-en	早上翘课去考驾照，终于考过～再见伍德兰	I skipped class in the morning to take the driver's license test, and finally passed the test~ Goodbye Woodland	0.664562616
1638	zh-en	被自己蠢哭了。以为弄丢的卡其实躺在抽屉里。以为被偷走的身份证其实在包里放了一个月。然后已经弄丢的东西，还一直以为在身上。花了辣么多时间精力去重新挂失补办注销。天辣噜。真是受够了。陈二傻	I cried myself stupidly. The card you thought was lost was actually lying in the drawer. The ID card I thought was stolen was actually in the bag for a month. Then the things that have been lost, I always thought they were on me. It took a lot of time and energy to re-report the loss and make up for the cancellation. Holy shit. Enough is enough. Chen Ersha	-0.071919367
1639	zh-en	没品，没德，没责任心的男人，简直就是渣到底了啊	A man who has no character, no virtue, and no sense of responsibility is simply scum to the end.	0.664562616
1640	zh-en	我今晚这是要红了吗？这么多人@我？	Am I going to be red tonight? So many people @me?	-0.80840135
1641	zh-en	以其人之道还治其人之身这种幼稚的事我居然不仅想了，还做了...	I actually not only thought about this childish thing, but also did it...	-0.071919367
1642	zh-en	什么都烦，今天我是招谁惹谁了吗，麻痹的寝室无线出问题，衣服找不好！！！麻痹的麻痹的，我只想爆粗口	Everything is annoying, did I provoke someone today, there is a wireless problem in the paralyzed bedroom, and I can't find clothes! ! ! Paralyzed, paralyzed, I just want to swear	-0.80840135
1643	zh-en	清晨去学校接小p，走廊里的行李堆让我感觉像难民营	Picking up my little p from school early in the morning, the pile of luggage in the corridor makes me feel like a refugee camp	0.664562616
1644	zh-en	很多时候我们做错事，是因为明明该用脑子的时候，却用了感情。	Many times we do wrong because we use our emotions when we should use our brains.	0.664562616
1645	zh-en	敢不敢决定事情的时候果决一点啊！！！！多大一点儿事儿！还要确定来确定去的！！！！连我一个女的都不如！！！气得心肝脾肺肾都疼了！！	Be decisive when deciding whether or not to do something! ! ! ! What a big deal! Be sure to come and go! ! ! ! Not even a girl like me! ! ! The heart, liver, spleen, lungs and kidneys hurt so much! !	-1.544883333
1646	zh-en	预告一张。刮着凉风的冬天的天台用发烧彻底击垮了我的装逼技能。	A preview. The cool breeze on the rooftop in winter completely destroyed my pretending skills with a fever.	0.664562616
1647	zh-en	一声长叹若能改变点什么我想我愿意做一个苦瓜脸	If a long sigh can change something, I think I'd be willing to make a bitter face	0.664562616
1648	zh-en	当了吧务有两个月了。我这么用心的当吧务,他们却说下就下连通知一声都不给,忽然觉得心里很委屈,我熬夜删除所有黑贴，我一遍一遍的刷新着网页半夜不睡觉的删帖。呵呵都是浮云，我不想多说什么了你开心就好。我真的好想哭眼泪到了眼角却不能留下来，我真的好想哭为什么这么对我	It's been two months since I was there. I worked so hard at the bar, but they didn't even give a notification after they said it. Suddenly I felt very aggrieved. I stayed up all night to delete all the black posts. Ha ha, it's all floating clouds, I don't want to say anything more, just make you happy. I really want to cry tears come to the corner of my eyes but can't stay, I really want to cry why do you treat me like this	-0.071919367
1649	zh-en	理理衣櫥，心情就突然好起來了！嗯嗯，我的興奮點就是那麼低！	Take care of your wardrobe, and your mood suddenly improves! Mmmmm, my excitement is just that low!	-0.071919367
1650	zh-en	十年饮冰难凉热血痛痛痛痛忍忍就过。	Ten years of drinking ice is hard to cool and hot blood is painful and painful.	-0.80840135
1651	zh-en	如！果！真是！22号！放假！我！还！怎么！做！双眼皮！！怎么！做！！	like! fruit! Really! number 22! Have a holiday! I! return! how! Do! Double eyelid! ! how! Do! !	-0.80840135
1652	zh-en	出去happy回来第一天还处于身体疲惫精神涣散的状态，偏偏事情多的很，忙得晕头转向了	The first day I went out and came back happy, I was still in a state of physical exhaustion and mental laxity, but there were so many things to do, I was so busy that I was dizzy.	-0.071919367
1653	zh-en	时光的碎片啊，请不要淹没我，我只不过是个过客。	Fragments of time, please don't drown me, I'm just a passerby.	0.664562616
1654	zh-en	早晨上班等公交，挤公交总是想让我抓狂	Waiting for the bus to go to work in the morning, crowding the bus always drives me crazy	0.664562616
1655	zh-en	太可怕了，如今的世界还是不够安全！	It's terrible, the world is still not safe enough today!	0.664562616
1656	zh-en	这不是拿青春赌明天，姐是用命去换	This is not to gamble on tomorrow with youth, sister is to exchange her life for it	-0.071919367
1657	zh-en	肚子疼的我……走路像残疾,我擦!	My stomach hurts... I walk like a disability, I wipe it!	-0.80840135
1658	zh-en	等个红绿灯就被这辆车后退撞了，要是速度快点我就要被碾过去了！TMD。大中午就日了狗	I was hit by this car when I waited for a traffic light. If I was faster, I would be run over! TMD. It's sun at noon	-2.281365316
1659	zh-en	近日，微友爆料，东区向阳一村23栋已建成的煤气主管道铺在了人行道上，部分还安上了堡坎，管道这样的“走法”让人费解。“露在外面，太让人担忧了！”	"Recently, Weiyou broke the news that the main gas pipelines of Building 23 in Xiangyang No. 1 Village, East District, have been laid on the sidewalk, and some of them have been installed on the fort. ""It's too worrying to be exposed outside!"""	-0.071919367
1660	zh-en	我就发了个昆凌漂亮阅读量就上一万了	I just posted a beautiful Kunling, and the number of readings is 10,000	0.517266219
1661	zh-en	饭！卡！又！掉！了！不！开！心！	meal! Card! again! Lose! ! Do not! open! Heart!	-0.80840135
1662	zh-en	现在宝贝应该是早饭快吃完了然后去自习室的路上哟，刚吃完外面还冷千万别戗风，闭紧小嘴巴哦。然后我们又要一起讨论学习啦	Now the baby should be on the way to the study room after breakfast is almost finished. It's still cold outside after eating. Don't be shy and keep your mouth shut. Then we have to discuss learning together	-0.071919367
1663	zh-en	一天天的真烦，被工作压的，干什么都没兴致	It's really annoying every day, I'm overwhelmed by work, and I have no interest in doing anything.	0.664562616
1664	zh-en	只要你敢不懦弱，凭什么我们要错过。	As long as you are not cowardly, why should we miss it.	0.664562616
1665	zh-en	本来的小长假，被公司的培训考试全毁了	The original small holiday was completely ruined by the company's training and examination	0.664562616
1666	zh-en	於是不再需要任何假裝，現在的我真實擁有了一片遼闊的草原，草原上有美好的日常有久違的自由還有捧花向我走來的女孩，我想我看見了生活最美好的模樣。親愛的，我回來了	So I don't need any pretense anymore. Now I really have a vast grassland. There is a beautiful daily life on the grassland, a long-lost freedom, and a girl who came to me with flowers. I think I have seen the best look of life. darling, i'm back	0.664562616
1667	zh-en	我他妈的有病，我以后在帮助这种人	I'm fucking sick and I'm helping this kind of guy later	-0.071919367
1668	zh-en	（我明白，我面前所有的繁琐我都要做到自己解决）打完这句话手机就掉脸上了觉得自己大半夜的又多愁善感了然后就去p了一张图👇终于有点困了.晚安	(I understand, I have to solve all the tedious things in front of me.) After typing this sentence, the phone fell off my face and felt that I was sentimental again in the middle of the night. Then I went to post a picture👇 and finally got a little sleepy. Good night	0.664562616
1669	zh-en	大晚上刷什么热门微博全是恐怖恶心的睡不着了	What are the popular microblogs on the big night, it's all scary and disgusting, I can't sleep	-0.071919367
1670	zh-en	强迫症大半夜睡不着觉洗完澡洗完衣服晾完打扫房间打扫厕所刷马桶的也就我了强迫症和洁癖😂泡完脚捂被窝还是睡意毫无明明腰酸背痛可就是睡不着	Obsessive-compulsive disorder I can't sleep in the middle of the night After taking a shower, washing my clothes, drying my room, cleaning the toilet and brushing the toilet, that's just me. Obsessive-compulsive disorder and cleanliness	-0.80840135
1671	zh-en	要毕业啦，想看一支很喜欢的乐队的演唱会告别一下学生时代，可是山顶票都没有钱买	I'm about to graduate, I want to see a concert of a favorite band to say goodbye to my school days, but I don't have the money to buy tickets for the top of the mountain.	0.517266219
1672	zh-en	卖相吧就那样儿，吃着吧还可以，价钱吧贼贵😹	It’s just like that, it’s okay to eat it, but the price is so expensive😹	-0.80840135
1673	zh-en	我晕微博第一次被盗！死骗子大家别信又是骗钱的	My Weibo was stolen for the first time! Dead liar, don't believe it, it's a scam	-0.071919367
1674	zh-en	什麼哪，居然是共有‘財產’，哪有這樣坑爹的。。。	What, it is actually a shared 'property', how can there be such a fool. . .	0.664562616
1675	zh-en	看完了色戒感觉是一个愚蠢至极的女人的愚蠢故事totallynotworthit	After reading Lust and Caution, I feel like a stupid story of a stupid woman totallynotworthit	0.664562616
1676	zh-en	真是怕什么来什么，幸运的怎么不中个彩票想想我都心塞啊，我真的不想说，一点儿都不想，可是就是这么机缘巧合的被发现，长点脑子都知道了，以后可怎么混！我只想安静的工作，不要干扰我好嚒求指教求安慰求求求......	I'm really afraid of what's coming. I'm lucky to not win the lottery. I'm heartbroken. I really don't want to say it. mix! I just want to work quietly, don't disturb me so I can ask for advice, comfort, please...	-2.281365316
1677	zh-en	奇葩啊，调自修调不了，居然大庭广众之下哭了哭了！然后马上有人愿意调了居然还是一个工作十几二十年的人，居然哭了！	It's amazing, I can't tune myself, but I actually cried and cried in public! Immediately, someone was willing to transfer, but he was still a person who had worked for more than ten or twenty years, and he actually cried!	0.222673426
1678	zh-en	干炒牛河+红茶，早餐就是这么任性	Dry-fried beef river + black tea, breakfast is so capricious	0.369969822
1679	zh-en	昨天被派去拿光盘中央电视台那个2B摄像让我等了俩小时尼玛以后能不能一起愉快的玩耍了呀	Yesterday, I was sent to get the CD-ROM. The 2B camera of CCTV made me wait for two hours. Can we have fun together after that?	-3.754329282
1680	zh-en	武汉真是一个消费高的国际大都市，洗个脚要168！！	Wuhan is really an international metropolis with high consumption, and it costs 168 to wash your feet! !	0.517266219
1681	zh-en	从哪里冒出来的冷战，怎么突然就上热搜了	Where did the Cold War come from, and why did it suddenly become a hot search?	0.664562616
1682	zh-en	好后悔当初怎么没去学多门语言~学个韩语日语也不错啊~或者泰语~萨瓦迪卡也行啊~心酸啊~	I really regret why I didn't learn more than one language at the beginning~ It's good to learn Korean and Japanese~ Or Thai~ Sawadika is also fine~ Sad~	0.664562616
1683	zh-en	不想说是与非是非都没有绝对可是我不后悔因为有你在我身边CuzIbelieve.在迷惘也继续。	I don't want to say right or wrong, there is no absolute but I don't regret it because I have you by my side CuzIbelieve. Continue to be confused.	-0.80840135
1684	zh-en	背腰快断了似的，难道又给中毒了？？	It looks like his back and waist are about to break, could he be poisoned again? ?	0.517266219
1685	zh-en	你傻守着我也没办法给你弄个女票来啊，求带走	You are stupid and I can't get you a female ticket, please take it away	-2.281365316
1686	zh-en	分分钟心情不好负能量满满受不了劳资辞职不干了	Every minute I'm in a bad mood, I'm full of negative energy, I can't stand the labor, I quit my job, I quit my job	0.664562616
1687	zh-en	崩溃了，再这样下去整个人就完蛋了	It's broken, if it goes on like this, the whole person is finished	-0.80840135
1688	zh-en	每次都给自己定下很多规矩每次都被你破了例我告诉过自己不能这么卑微的去爱一个人后来这种爱全部给了你。	Every time I set a lot of rules for myself, you made an exception every time. I told myself that I couldn’t love someone so humbly. Then I gave all this love to you.	0.664562616
1689	zh-en	深夜看ppt，发现了一个表情包我分心了	Looking at ppt late at night, I found an emoji that distracted me	0.664562616
