lp,src,mt,score
zh-en,半夜睡不着，因为想起保险没续已经过期总是我不提醒，他就自己想不起睡得那么香，对得起我这失眠的人吗,"He couldn't sleep in the middle of the night, because he remembered that the insurance had not been renewed and had expired. I didn't remind him, so he couldn't remember how sound he slept. Is he worthy of me, an insomniac?",-0.80840135
zh-en,妈的，这些分析IS的微博真的让我生气，总出来乱说话,"Damn, these Weibo posts that analyze IS really make me angry, they always talk nonsense",0.664562616
zh-en,生個閨女然後和她醬紫打扮~！一生都美美噠~！！太有愛了！,Give birth to a daughter and dress up with her sauce~! Life is beautiful~! ! So loving!,-2.281365316
zh-en,屋漏偏逢连阴雨2015到底怎么了我还能再囧点儿不…,"What happened to the house leak in 2015, I can't be any more embarrassed...",-0.80840135
zh-en,因为我已经放弃了，我知道放弃之后的不舍与难过，所以我不会劝诫任何一个人轻易放弃，我知道这是会后悔的事情，哪怕是lie，我也希望他们能够坚持，咬一咬牙就过去了，我不想让他们变成我一样，连咬牙的机会都不会再拥有，你们是我的朋友，我做了坏的例子，请不要学我，我不允许,"Because I have given up, I know the reluctance and sadness after giving up, so I will not advise anyone to give up easily, I know this is something that will be regretted, even if it is a lie, I hope they can persevere and grit their teeth It's over, I don't want them to become like me, I won't even have the chance to bite my teeth again, you are my friends, I have done bad examples, please don't follow me, I won't allow it",-2.281365316
zh-en,他说：只要你想要的，我心甘情愿！瞬间秒哭,"He said: As long as you want, I am willing! cry in an instant",0.664562616
zh-en,有个语文不好还喜欢刷存在感的领导真是个闹心的事儿~通篇被他标注的要改，麻蛋，批注没全改的情况已经被加到33页，都特么废标了，跟我来一句你自己在改到30页以内。。。,"It's really annoying to have a leader who doesn't speak well and likes to show his presence~ The whole article was marked by him to be changed, hemp, the situation that the comments have not been completely changed has been added to 33 pages, and they are all abolished. Now, let me tell you that you yourself are changing to less than 30 pages. . .",-0.80840135
zh-en,最怕的是关系突然变淡，却连原因都不知道,"The most fearful thing is that the relationship suddenly fades, but I don't even know the reason.",0.664562616
zh-en,做了一上午的PPT，没有保存，然后软件崩盘重启，一切消失不见。哭死,"I did a PPT all morning, but I didn't save it, then the software crashed and restarted, and everything disappeared. cry to death",0.664562616
zh-en,大家晚上好，今天的《动物世界》栏目为大家带来一只新西兰刷尾负鼠的迷之技能：树杈钢管舞；拉窗帘；发呆卖萌～希望大家迷上这个集才华于一身的毛球～耶～哈哈哈～晚安（留言都起床回哈，现在好困）,"Good evening everyone, today's ""Animal World"" column will bring you the fascinating skills of a New Zealand brush-tailed possum: tree branch pole dance; curtains; ~Yeah~hahaha~ Good night",0.517266219
zh-en,每个月都有那么几天，真的比死还痛苦,"There are so few days every month, it's really more painful than death",0.664562616
zh-en,如果每被人“伤”一次，都要心痛一分，我的心一定早就支离破碎了！,"If every time I was ""injured"" by someone, I would feel a little heartache, my heart would have been shattered long ago!",0.664562616
zh-en,又把微博安手机上了哈哈哈应该发个照骗。,"I put Weibo on my phone again, hahaha, I should send a photo to cheat.",-0.80840135
zh-en,因为有你，每天都很开心，愿我们白首不相离,"Because of you, every day is very happy, may we stay together forever",0.664562616
zh-en,生产的封箱机轻巧耐用，操作简单；,"The produced case sealing machine is light, durable and easy to operate;",0.664562616
zh-en,"地震了...整个屋子都在摇，坐在椅子上有较明显震感……第一次经历...真可怕！我在这里:#日本,东京市,新宿区,２丁目５#我在:","There was an earthquake...the whole house was shaking, and I could feel the tremor when I sat on the chair...the first experience...it's scary! I am here: #Japan,Tokyo City,Shinjuku Ward,2-chome5#I am at:",0.664562616
zh-en,在人家准备论文的时候，各种事情都来搞突然袭击。这是要熬夜的节奏···,"When people are preparing their papers, all kinds of things come to make surprise attacks. This is the rhythm of staying up late...",0.517266219
zh-en,想骂人，凶不能解决问题，老的脾气改不了就算。心有多坏的人是都在底层徘徊的，上不了高层次的台面，我愤，我去XXX,"If you want to scold someone, being fierce can't solve the problem, even if you can't change your old temper. People with bad hearts are all wandering at the bottom and can't get to the high-level table, I'm angry, I'll go to XXX",-3.754329282
zh-en,我们俩在一起就是吃什么玩什么都不重要。各自聊聊生活和工作，在懈怠的时侯给对方打一针鸡血。相聚时间虽然短暂，但情谊不会改变。看到老谭越来越成熟，不禁觉得自己在村里是在虚度光阴了。嗯，我是要抓紧了，要让每天都过得有意义。咱一起努力！最后逛的迪士尼专卖店，童心都被激发了出来。,"It doesn't matter what we eat and play when we are together. Talk to each other about life and work, and give each other a shot of blood when they are slack. Although the time together is short, the friendship will not change. Seeing Lao Tan getting more and more mature, he couldn't help feeling that he was wasting his time in the village. Well, I'm about to hurry up and make every day meaningful. Let's work together! The last Disney store I visited, the childlike innocence was inspired.",-0.80840135
zh-en,今天发现公交车上有wifi！可以刷微博啦！,Found out today that there is wifi on the bus! You can swipe Weibo!,0.517266219
zh-en,这不是耍我吗！！！！没有下次姐姐我生气了,"Isn't this kidding me! ! ! ! No next time sister, I'm angry",-0.80840135
zh-en,李蔚勋我有时候感觉自己充满了勇气有时候又感觉自己弱到爆掉,"Li Weixun, I sometimes feel that I am full of courage, and sometimes I feel that I am so weak that I burst out.",0.664562616
zh-en,即使失败了还是得继续前进。我做不到永远积极向上但至少继续前进。我不会捷径，至少智商的资本已经再也无法显现，现在的我除了天生的伪装乐观就只有一颗被迫冰冻的心，只等梦想的暖阳照进。#我的复旦梦#,"Even if you fail you have to keep going. I can't stay positive forever but at least keep going. I will not take shortcuts, at least the capital of IQ can no longer be manifested, and now I have only a forced frozen heart except for the natural disguised optimism, just waiting for the warm sun of dreams to shine. #My Fudan Dream#",-0.80840135
zh-en,THEK2看了一个开头要给吓死了...恐怖吗？,THEK2 was scared to death after watching the beginning...is it scary?,-0.80840135
zh-en,千万不要因为你自卑的嫉妒毁了你原本谦卑的风度,Don't ruin your humble demeanor because of your humble jealousy,0.664562616
zh-en,什么情况?我要把腹肌撕扯成“孙悟空”?愉快的腰疼,"What's the situation? I want to tear my abdominal muscles into ""Monkey King""? Pleasant back pain",0.664562616
zh-en,本来这张脸就已经够丑了，现在又满脸痘痘，让不让我活了。,"Originally this face was already ugly enough, but now it's full of pimples, so I can't live.",-0.80840135
zh-en,宝宝，今天你已经2个月零4天了，现在你时越来越知道事了，能盯准我们看一会了，有时逗你你会笑了，唯一不变的依然是黑白颠倒！,"Baby, today you are 2 months and 4 days old, now you are getting more and more aware of things, you can stare at us for a while, and sometimes you will laugh when we tease you, the only constant is that black and white are upside down!",-0.80840135
zh-en,还有两个小时，只能开始看釜山行了～据说没有这么吓人～(⊙_⊙)保佑我不被丧尸吓死,"There are still two hours left, and I can only start watching the trip to Busan~ It is said that it is not so scary~ (⊙_⊙) Bless me not to be scared to death by zombies",0.664562616
zh-en,哎小伙伴的金丝熊说是冻死了…天冷真的要注意保暖小东西本来就生命脆弱…家里暖气又不是一直供应…何况还养在厕所…哎真是心疼…想到了小呆子…走的时候一点都不舒服,"Hey, my friend's golden bear said it was frozen to death... It's cold, you really need to pay attention to keeping warm. Small things are inherently fragile... The heating at home is not always supplied... Not to mention they are kept in the toilet... Oh, I really feel bad... I think of the little nerd... go not comfortable at all",-3.754329282
zh-en,一早叫到顺风车，顺便达成了冬季早班拼车意向。今后每天早晨可以8块钱晚半个小时出门上班。起床困难症可以解救咧而且司机的车况不错，还知道走不堵的道儿，来公司的时间可以早餐+运动都没问题。妥妥的，开森地嘚瑟一下,"Called for a ride early in the morning, and by the way reached the intention of carpooling in the early morning shift in winter. From now on, I can go out to work for 8 yuan every morning half an hour later. Difficulty getting out of bed can be rescued and the driver's car is in good condition. He also knows how to walk without blocking. When he comes to the company, he can have breakfast and exercise without any problem. All right, let's chat openly",-0.80840135
zh-en,我就是我！不一样的水果。哈哈哈。。生日快乐。2⃣️5⃣️,I am who I am! different fruits. Hahaha. . Happy birthday. 2⃣️5⃣️,0.517266219
zh-en,姐姐给我买了新衣服，明天给我寄过来，虽然白色也很好看，但是不耐脏，嘿嘿，有姐姐真是太幸福啦，后天就买家秀啦,"My sister bought me new clothes, and they will send them to me tomorrow. Although white is also very beautiful, it is not resistant to getting dirty. Hehe, I am so happy to have my sister. I will show you the day after tomorrow.",0.664562616
zh-en,我想要的爱情，很简单：我说话时，你会听；我任性时，你会爱；我需要时，你会在；我转身时，你没离开。,"The love I want is very simple: when I speak, you will listen; when I am self-willed, you will love; when I need you, you will be there; when I turn around, you will not leave.",0.664562616
zh-en,我真的好喜欢第二张。……仔细想想怎么觉得有点像爸爸去哪儿的poppy……嗯因为都是小天使嘛,"I really like the second one. ...thinking about it carefully, I feel a bit like poppy from where dad is going...well, because they are all little angels",0.664562616
zh-en,【树洞】烦啊，烦。。。说着不要不要的，做的事情哪样是不要的！！！口是心非的。每天在那边叫忙，都不知道在忙什么！！！,"[Tree Hole] Annoying, annoying. . . Talking about what you don't want, what kind of things you don't want to do! ! ! The mouth is not the heart. I'm busy over there every day, I don't know what I'm busy with! ! !",-0.80840135
zh-en,天天都有人给吹头发的感觉还不错。,It feels good to have someone blow their hair every day.,-0.80840135
zh-en,不要强迫别人来爱自己，只能努力变得更优秀，让自己成为值得爱的人！其余的事，顺其自然,"Don't force others to love yourself, you can only strive to become better and make yourself a person worthy of love! The rest, let it take its course",0.664562616
zh-en,每当深夜我总幻想自己是一个美男子,"Whenever late at night, I always fantasize about being a beautiful man",0.664562616
zh-en,我一直觉得女孩子傻一点才可爱吖。,I've always thought that girls are cute when they're stupid.,0.517266219
zh-en,哈哈哈，不吃不喝的做了一天的会计信息作业，终于做完啦~现在可以好好休息休息，睡一觉了💤小兔子的第十七天,"Hahaha, I did a day's accounting information homework without eating or drinking, and I finally finished it~ Now you can take a good rest and get some sleep 💤 The seventeenth day of the bunny",0.664562616
zh-en,没有水，没有水，没有水，重要的事情说三遍，停水三天了，@松原发布@松原水务集团,"No water, no water, no water, important things have been said three times, the water has been cut off for three days, @宋原post @松原水事group",0.664562616
zh-en,我已经丑的我自己都看不下去了东北大妈啊,"I'm already ugly, I can't stand it anymore, Northeast aunt",-0.80840135
zh-en,自己都佩服自己啊，二十多公里是有多远,"I admire myself, how far is more than 20 kilometers",0.664562616
zh-en,三周年啦，四周年的时候我们就是异国恋了，虽然未来会有很多不确定的因素和艰难险阻等待着我们，但我相信我们一定可以一直走下去，永远在一起。我们都不完美，但我相信我们都会是彼此生命中最不可或缺的那一部分。亲爱的永远快乐，我爱你,"It's the third anniversary, and on the fourth anniversary, we will be in a foreign country. Although there will be many uncertain factors and difficulties waiting for us in the future, I believe that we can go on forever and be together forever. We're not perfect, but I believe we'll all be the most integral part of each other's lives. be happy forever darling, i love you",0.664562616
zh-en,why......打过点滴这么久了，手上的淤青一直没有消，略疼啊。。。。,"Why...I've had the drip for so long, but the bruise on my hand has not disappeared, it's a little painful. . . .",0.664562616
zh-en,半夜睡不着今天在茶餐厅吃的菠萝油超大只不贵味道也很好还有辰辰抓心挠肝的想吃的猪脚饭,"I can’t sleep in the middle of the night. The pineapple oil I ate at the tea restaurant today is super big, cheap and delicious, and the pig’s feet rice that Chenchen wants to eat.",-0.071919367
zh-en,厕所从五楼堵到二楼，几天过去还是没有人来修，学校这效率真是服了,"The toilet was blocked from the fifth floor to the second floor, and no one came to repair it for a few days. The efficiency of the school is really convincing",-0.80840135
zh-en,我妈说终于把我家爹送走了我告诉自己不哭不哭不哭,"My mom said she finally sent my dad away, I told myself not to cry, not to cry, not to cry",0.664562616
zh-en,第一次梦到被爸爸抛弃，梦里哭的不行了都。然而老石头是本该是梦中情人一般的存在啊,"The first time I dreamed of being abandoned by my father, I couldn't cry anymore. However, the old stone is supposed to be a dream lover's existence.",-0.80840135
zh-en,啊终于看到conman了AA真是演喜剧也超合适啊演什么是什么233333好卖力,"Ah, I finally saw conman. AA is really suitable for acting as a comedy. What is it? 233333 is so hardworking",-0.80840135
zh-en,早上好!亲爱的好友们：把早晨的第一缕阳光送给你，祝新天快乐。,"Good morning! Dear friends: I send you the first ray of sunshine in the morning, and I wish you a happy new day.",0.664562616
zh-en,在这桂花飘香的季节为什么有这么多臭屁虫！它粘在我阳台的衣服上它趴在晒的被子上它偷溜进了我的房间打死了还一股浓烈的臭味,Why are there so many stink bugs in this sweet-scented osmanthus season! It stuck to the clothes on my balcony It was lying on the drying quilt It sneaked into my room and was killed and had a strong stench,0.664562616
zh-en,妈妈呀一个人坐电梯本来就是一件很恐怖的事情[惊恐]结果门刚打开一个女的披着头发面无表情的站在面前宝宝吓瘫痪了[脸红][脸红],"Mommy, it is a very scary thing to take the elevator alone [horrified] As a result, the door just opened, and a woman stood in front of her with her hair covered and expressionless, and the baby was paralyzed [blush] [blush]",-2.281365316
zh-en,我又不是会计，干嘛老是要我算钱，烦不过，早点离开这不想弄这破事，我根本就对钱转不过来,"I'm not an accountant, why do you keep asking me to calculate money, but I'm annoying, I don't want to make this mess by leaving early, I can't transfer money at all",-0.071919367
zh-en,打电话都不接，那特么要电话干啥的！！！！,"If you don't answer the phone, why do you need a phone! ! ! !",-0.80840135
zh-en,静夜，梦；汝，皆爱、皆恨、皆回忆…残念，断；吾，不喜、不悲、不逝去…,"Quiet night, dream; You, all love, all hate, all recall... Can't think, break; I, don't like, don't grieve, don't die...",-0.80840135
zh-en,早上起来突然变了一个人，吓我一跳这是谁呀,"When I woke up in the morning, I suddenly changed into a different person, I was shocked. Who is this?",0.664562616
zh-en,感觉我以后的人生，都要在如何不拉稀以及如何拉出💩这两个难题中来回挣扎，啊，好难过,"I feel that in my future life, I have to struggle back and forth between the two problems of how not to loose and how to pull out 💩, ah, so sad",0.664562616
zh-en,十月有毒！进了十月身体没一天正常过！,"October is poisonous! In October, the body has not been normal for a day!",0.664562616
zh-en,哪里有最堵九月？这明明是更堵周一！平时就算堵车40分钟的路程开了近1个半小时！已经啥心情都木有了……,"Where is the most congested September? This is obviously a more blocked Monday! Usually, even if the traffic jam is 40 minutes, it takes nearly an hour and a half to drive! I'm out of the mood already...",0.664562616
zh-en,#謝謝自己夠勇敢#聚時一團火，散時滿天星，是最舒服的方式。,"#Thank yourself for being brave# Gathering with a fire, scattered with stars, is the most comfortable way.",0.664562616
zh-en,大爷的，什么事都能扯上我们古月，丫的工资不发关胡歌毛线关系，谁能说J的工资不发，是给胡歌买水军的，丫的又什么证据这么说，什么事情都能扯上胡歌，几个意思啊，不发工资是唐人处事不行的问题，扯上胡歌干嘛，有的人就是没事找事,"Uncle, everything can involve us in Gu Yue. The fact that Ya's salary is not paid has nothing to do with Hu Ge's wool. Who can say that J's salary is not paid because he bought a navy army for Hu Ge. What evidence does he have to say that? Hu Ge can be involved in everything, what are the meanings? Not paying wages is a problem that Tang people can't handle. Why bother with Hu Ge? Some people just have nothing to do",-5.227293248
zh-en,实习真的快结束了，我好难过，我还想多和我的学生们在一起久点,"The internship is really coming to an end, I'm so sad, I want to spend more time with my students",0.664562616
zh-en,气炸了！！！！！！！！一天到晚就知道玩游戏！！！！！,Exploded! ! ! ! ! ! ! ! Play games all day long! ! ! ! !,0.664562616
zh-en,也就每月疼这么一下子提醒我还是个母的了,It's the pain that reminds me every month that I'm still a mother,-0.80840135
zh-en,啊啊啊啊啊啊啊啊啊！！！世界上为什么还有这种东西！根本不知道要说些什么！,Aaaaaaaaaaaaaaaaaaaaaaaaaaaaa! ! ! Why is there such a thing in the world! Don't know what to say at all!,0.664562616
zh-en,大半夜想吃巧克力熔岩🍰～啊，赶紧睡觉！,"I want to eat chocolate lava in the middle of the night🍰~ Ah, hurry up and sleep!",0.664562616
zh-en,比起见不到面的乱想，这种天天见面却不能说话的状态更让人抓狂，潜移默化下，被影响了那么多??????,"Compared with the random thinking of not being able to meet in person, this state of seeing each other every day but not being able to speak is even more maddening, and subtly, it has been affected so much??????",0.664562616
zh-en,肉排太可爱了喂喂喂，提着两把吉他出来一直在道歉说我没撞到你吧我肯定撞到你了对不起啊,"The steak is so cute, hey, hey, he came out with two guitars and kept apologizing, saying I didn't bump into you, I must have bumped into you, sorry",-0.80840135
zh-en,庆幸的是，我们都找到了彼此的幸福,"Fortunately, we have found each other's happiness",0.664562616
zh-en,锦州李阿姨打来电话，焦急的问了我一些情况。其实我和他们一样焦躁不安，或许我在北京比他们办事有时候更方便，那又怎么样呢？只能这样了。,"Auntie Li from Jinzhou called and asked me anxiously. In fact, I am as restless as they are. Maybe it is more convenient for me to do things in Beijing than they are sometimes, so what? It can only be this way.",0.664562616
zh-en,趁着送的一个月会员给自己设置一个背景哈哈哈哈哈哈哈,Take advantage of the one-month membership to set a background for yourself hahahahahaha,-0.80840135
zh-en,我的今天。就是一个字：衰~两个字：悲催~,my today. It's just one word: bad~two words: sad reminder~,-0.80840135
zh-en,在你公司附近也不打算见了，按自己饭量叫了吃的，一天不吵架都难！,I don't plan to meet you near your company anymore. I ordered food according to my own appetite. It's hard not to quarrel for a day!,0.664562616
zh-en,冷一点冷一点冷一点热死宝宝了！！,"Colder, colder, colder, hotter baby! !",-0.80840135
zh-en,【家庭版宫保鸡丁】有这么详细的教程，大家一定可以学会的！喜欢吃的赶快get√#一起学美食#,"[Home Edition Kung Pao Chicken] With such a detailed tutorial, everyone can definitely learn it! If you like to eat, hurry up and get√#learning food together#",0.664562616
zh-en,听说越长大上帝就会给你做减法拿掉你的一些朋友拿掉你的一些梦想有些人匆匆一瞥有些人分道扬镳生活其实归根结底就是几个字“珍惜眼前”感谢所有的陪伴与温暖，祝自己生日快乐🎈,"I heard that the older you grow up, God will do subtraction for you. Take away some of your friends and take away some of your dreams. Some people take a quick glance. happy birthday myself 🎈",-0.80840135
zh-en,唉最近花了好多钱欠钱的也都不还好无奈,Sigh,-0.80840135
zh-en,这个时候饿醒，有人下面给我吃真幸福,"I woke up hungry at this time, I was so happy that someone gave me something to eat",0.517266219
zh-en,爸妈不在我吃到了世界上最难吃得饭炒焦面,I ate the worst fried rice in the world without my parents,0.664562616
zh-en,午餐吃什么呢？饭堂的定食太难下咽了,What's for lunch? Canteen food is too hard to swallow,-0.80840135
zh-en,啤酒是我自己喝的。白酒有大哥陪我喝！，这个夜晚就是这么美好！虽然一样睡不着,"I drink the beer myself. I have a big brother to accompany me to drink liquor! , this night is so beautiful! Although I can't sleep",0.664562616
zh-en,下午说好地点等二美一起回家看绿化带右边停了俩车车外面还有很多人我就把车停人后边了刚停好那些人我擦死盯着我和大美给我看的发毛吓得我抓紧倒车倒车到了一个安全距离果然他们两车人有点小摩擦要打架那意思差点卷入这场意外吓死了,"In the afternoon, I agreed on the location and waited for Ermei to go home together. There were two cars parked on the right side of the green belt. There were still many people outside. I parked the car and just parked those people. I stared at me and Damei showed me. The hair was so frightened that I hurriedly reversed the car and backed to a safe distance. Sure enough, the two of them had a little friction and were about to fight. It meant that I was almost involved in this accident and scared to death.",-5.227293248
zh-en,人生第一个同性恋朋友，以及他一个很浪漫的小物件，怎么做到的,"The first gay friend in my life, and his romantic little object, how did he do it",0.664562616
zh-en,美好的一天开始了，每天给自己一个希望，试着不为明天而烦恼，不为昨天而叹息，只为今天更美好。早安！,"A good day begins, give yourself a hope every day, try not to worry about tomorrow, not to sigh about yesterday, just to make today better. Good morning!",0.664562616
zh-en,CTM的，逼我骂人。两个纯傻逼，贱人…,"CTM, forcing me to curse. Two pure idiots, bitches...",-0.80840135
zh-en,我不是温柔的人却为你做尽温柔事。,I am not a gentle person but I do my best to do gentle things for you.,0.664562616
zh-en,长沙这种雨下个不停的时候又来了又得一个星期出门真的特别烦躁,"When the rain doesn't stop in Changsha, it comes again and it takes another week to go out. I'm really irritable.",0.664562616
zh-en,天呐，忙了一上午，看微博的时间一丢丢都没有,"God, I've been busy all morning, and I haven't had time to read Weibo.",0.664562616
zh-en,這世界怎麼這樣了，內地有死刑應該判他死刑,"What's wrong with this world, he should be sentenced to death if there is a death penalty in the mainland",0.664562616
zh-en,真为你高兴亲爱的，这次真是太不容易了，我都觉得你该放弃了呢。以后会更好,"I'm so happy for you dear, this time is really not easy, I think you should give up. will be better later",-0.80840135
zh-en,我一聊到美食就絮絮叨叨没完没了吗？为什么都没有人告诉过我,Do I ramble on when I talk about food? why no one told me,0.664562616
zh-en,我真是无法掩饰对一个人的讨厌之情,I can't hide my hatred for someone,0.664562616
zh-en,内疚的感觉真的不是一般的糟特别是别人用心的事情而我竟后知后觉,"The feeling of guilt is really not that bad in general, especially what other people care about and I realize it later",-0.80840135
zh-en,她妈的一共三个人！不想说了，我草,"There are three people in total! I don't want to talk, I'm grass",-2.281365316
zh-en,占有欲太强！！！这该怎么治！！！烦的想吃冰棍儿,Too possessive! ! ! How to deal with this! ! ! Tired of eating popsicles,-0.80840135
zh-en,决定了自己要走的路，就要义无反顾的走下去，从现在开始努力，倒数着3年半后离开这片土地，去追寻自己的真正想要的梦想与生活💪💪💪,"Once you have decided the path you want to take, you must go on without hesitation, and start working hard from now on, counting down to 3 and a half years to leave this land and pursue the dream and life you really want💪💪💪",0.664562616
zh-en,各种成绩倒数，感觉很糟糕，我需要心灵鸡汤安慰我,"All grades count down, feel bad, I need chicken soup for the soul to comfort me",-0.80840135
zh-en,"下次你的个人演唱会也想跟你一起high,海星快点来个个人演唱会吧我们都好期待","Next time you have a solo concert, I also want to be high with you, Haixing, come to a solo concert soon, we are all looking forward to it",-0.80840135
zh-en,涨姿势~乳牙萌出顺序，图好可爱~,"Up pose~ The order of the eruption of the deciduous teeth, the picture is so cute~",-0.80840135
zh-en,可能这一辈子都成为不了高冷的女神，因为我就是一个乐观开朗活泼的小逗比,"Maybe I can't become a cold goddess in my life, because I'm just an optimistic, cheerful and lively little funny ratio",-0.80840135
zh-en,老婆，不管你怎么作儿，不管你怎么闹，老公都会对你不离不弃。老婆从昨天晚饭过后，我们已经算是公开了，就让我们轰轰烈烈的爱一场，好嘛？我准备好了，老婆你准备好了么？,"Wife, no matter what you do, no matter what you do, your husband will never leave you. My wife has gone public since dinner last night, so let's have a vigorous love affair, okay? I'm ready, wife, are you ready?",-2.281365316
zh-en,我很感谢你给我带来的欢乐，谢谢你亲爱的，我会好好的藏在心里的,"I am very grateful for the joy you brought me, thank you dear, I will keep it in my heart",0.664562616
zh-en,不知道什么时候自己的泪点变得这么低了，看到朋友的父亲把手交到新郎手上的一刹那，眼泪止不住地流出来，自己希望这一天能来的晚一些,"I don't know when my tears became so low. The moment I saw my friend's father put his hand on the groom's hand, the tears couldn't stop flowing. I hope this day can come later.",-0.80840135
zh-en,一直以为蜡笔小新是没有鼻子的，结果啊哈哈哈哈哈哈哈哈,"I always thought that Crayon Shin-chan didn't have a nose, but it turned out hahahahahahahaha",0.664562616
zh-en,我从来都没有想过，有一天早上起来的时候，发现世界其实真的很美好。早安,It never occurred to me that I would wake up one morning and find that the world is actually really beautiful. Good morning,0.664562616
zh-en,熬夜重温《北京遇上西雅图》已不想多评，只能说，真暖心,"Staying up late to review ""Beijing Meets Seattle"" no longer wants to comment, I can only say, it's really heartwarming",0.664562616
zh-en,想要一个更好的生活常态。需要时间沉淀下来。,Want a better normal life. It takes time to settle down.,0.664562616
zh-en,成天跟我斗智斗勇的等着屁股开花吧,Fight your wits with me all day long and wait for the ass to bloom,-0.80840135
zh-en,一想到见你我就乐呵呵，这么多天以来最高兴的一件事！,"The thought of seeing you makes me so happy, the happiest thing in so many days!",0.664562616
zh-en,每天早上的惯例就是打开最爱的这首歌明明可以那么霸气的唱摇滚却也可以这么温柔,"The routine every morning is to open my favorite song. Obviously, you can sing rock and roll so aggressively, but you can also be so gentle.",0.664562616
zh-en,妈蛋！凭啥要老子统计全面场所和数据啊？！重点是凭啥下午才通知明天就要啊？！凭啥啊！！！,"Damn it! Why do you want Lao Tzu to count comprehensive places and data? ! The point is, why didn't you tell me that it was going to be tomorrow in the afternoon? ! Why! ! !",-2.281365316
zh-en,没想到才十天，疲劳度，精神，食欲，已经快折磨史我了，今晚更是食欲爆棚，都想把健身器啃了,"Unexpectedly, it has only been ten days. The fatigue, spirit, and appetite are already torturing Shi me. Tonight, my appetite is bursting, and I want to eat the fitness equipment.",-0.80840135
zh-en,从来没把这件事情放在心上，今天却有点想流泪…,"I've never taken this to heart, but today I want to cry a little...",0.664562616
zh-en,大概是人生中第一次如此希望时光倒流七年才换得一次见面好痛苦,It's probably the first time in my life that I wish I could go back seven years in exchange for a meeting. It's so painful.,0.517266219
zh-en,对于触碰到我底线的人，也没什么可说的了，走着瞧自找的，别怪我……,"For those who touch my bottom line, I have nothing to say. I'll ask for it later, don't blame me...",-0.80840135
zh-en,天么天的还有点儿别的事儿么！册那…！！！！,Is there anything else going on? Book that...! ! ! !,-0.80840135
zh-en,车祸真好可怕一辈子的阴影走不出来,"The car accident is so terrible, the shadow of a lifetime can't come out",0.664562616
zh-en,不想开玩笑，强迫我做的事，我是很生气,"Don't want to joke, forcing me to do something, I'm very angry",0.664562616
zh-en,我人生的最后一节课，最后一场考试，我都错过了，是不是应该遗憾一下,"The last class of my life, the last exam, I missed it, should I regret it?",-0.80840135
zh-en,有一个名字让我刻骨，是张艺兴，说不清你什么最好，但就是谁也代替不了，我喜欢你，没有原因，可能就因为你是张艺兴吧，早安，蛋蛋哥,"There is a name that makes my bones, it's Zhang Yixing, I can't tell what you are the best, but no one can replace it, I like you, there is no reason, maybe it's because you are Zhang Yixing, good morning, Dandan",-0.80840135
zh-en,任务一件接着一件，窜的你甚至上个厕所都上不利索。睡个午觉吧，楼外那吹手声，鞭炮声，熊孩子们的喊叫声，简直不让人活,"One task after another, you can't even go to the toilet if you are running. Take a nap, the sound of hand blowing, firecrackers, and the cries of bear children outside the building is simply unbearable.",-3.754329282
zh-en,我好累啊，我已经站了一上午了，尝试了两次挤车，但失败了，人太多了，这让我想起来釜山行里的一群群丧尸。太可怕了，不知道今天能不能回到家了，真想买张动车票打道回府啊，这究竟是假期啊还是噩梦啊！十一比春运更要命！[泪],"I'm so tired. I've been standing all morning. I tried to squeeze the car twice, but I failed. There were too many people, which reminded me of the groups of zombies in the Busan trip. It's terrible. I don't know if I can go home today. I really want to buy a train ticket to go home. Is this a holiday or a nightmare! Eleven is worse than the Spring Festival! [tears]",0.517266219
zh-en,謝謝親愛的你zzp世界那麽大讓我遇到這麽好的你,Thank you my dear zzp The world is so big for me to meet such a good you,0.664562616
zh-en,回忆若能下酒，往事便可作异常宿醉，醒来时，风仍然分明，天依旧清亮，而光阴的两岸，终究无法以一苇杭之,"If you can drink alcohol, the past can become an abnormal hangover. When you wake up, the wind is still clear and the sky is still clear.",-2.281365316
zh-en,很喜欢这本书，一口气读了一半多，第一次读将历史与医学结合起来的书籍，感觉一种从来没有过的新颖，赞一个烧伤超人阿宝,I like this book very much. I read it more than half in one breath. It is the first time to read a book that combines history and medicine. I feel a novelty that has never been seen before.,-0.80840135
zh-en,昨天一个ow的女孩在水下出现状况，升水后晕厥，等抢救过来，忘记，自己怎么了，连酒店都不知道，真是可怕，才第一潜就这样，吓死人了[闭嘴]泰国,"Yesterday, an ow girl had a problem underwater. She fainted after ascending the water. When she was rescued, she forgot what happened to her. She didn't even know about the hotel. It was really scary.",-0.80840135
zh-en,只有这里可以畅言，舒坦，幸福地睡不着，我爱的人也深深爱着我宠着我，我是世界上最幸福的女人，感谢老天让我遇见对的人,"This is the only place where I can talk freely, comfortably, and can’t sleep happily. The person I love also deeply loves me and pampers me. I am the happiest woman in the world. Thank God for letting me meet the right person.",0.664562616
zh-en,哔了狗了！都快大三下学期了来个指纹打卡！那么多天没课在学校吃屎嘛！,"Beep the dog! It's almost the third year of the second semester, so let's punch in with your fingerprints! Eating shit at school without classes for so many days!",-0.80840135
zh-en,确实是辛苦劳动而得到的果实最甜了,It is indeed the sweetest fruit of hard work.,0.664562616
